"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"125","Gender","Male",0.610890914794483,0.143700027207985,394,390,3.28984786765283e-05,0.000376687580846249,"Ac","HISTSYN-PWY","L-histidine biosynthesis","conserved",96,"HISTSYN-PWY-Gender"
"126","Gender","Male",-0.722559307352482,0.186039272307407,394,378,0.000140338078871984,0.00119027481709942,"Ac","FASYN-INITIAL-PWY","superpathway of fatty acid biosynthesis initiation (E. coli)","conserved",96,"FASYN-INITIAL-PWY-Gender"
"127","Gender","Male",0.489150376740494,0.129950989911046,394,391,0.000220554536030377,0.00168356629169855,"Ac","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",96,"PWY-6147-Gender"
"128","Gender","Male",0.302332417765069,0.0824879181656049,394,392,0.000317796702457328,0.00220531651099176,"Ac","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","conserved",96,"COA-PWY-1-Gender"
"129","Gender","Male",0.233560221006017,0.0640032368178523,394,394,0.000337130223979092,0.00227067121444742,"Ac","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",96,"PWY-7219-Gender"
"130","Gender","Male",0.265705315619165,0.0751369665050952,394,394,0.000506220364248478,0.00313309360575409,"Ac","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","conserved",96,"PWY-7220-Gender"
"131","Gender","Male",0.265705315619165,0.0751369665050952,394,394,0.000506220364248478,0.00313309360575409,"Ac","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","conserved",96,"PWY-7222-Gender"
"132","Gender","Male",0.200932382274041,0.0589731776796077,394,393,0.000796204142750435,0.00467514740230384,"Ac","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",96,"PWY-7197-Gender"
"133","Gender","Male",-0.772755549653108,0.228705281716278,394,381,0.000877431024080966,0.00502329261286353,"Ac","PWY-5695","urate biosynthesis/inosine 5'-phosphate degradation","conserved",96,"PWY-5695-Gender"
"134","Gender","Male",0.346232511899486,0.105884147681801,394,391,0.00127032698332351,0.00668991855909517,"Ac","PWY-6151","S-adenosyl-L-methionine cycle I","conserved",96,"PWY-6151-Gender"
"135","Gender","Male",-0.592005299871784,0.18094276155442,394,384,0.00126379328263902,0.00668991855909517,"Ac","PWY-7663","gondoate biosynthesis (anaerobic)","conserved",96,"PWY-7663-Gender"
"136","Gender","Male",-0.645582997278496,0.199880600868691,394,374,0.00145252879448496,0.00707721476461823,"Ac","FASYN-ELONG-PWY","fatty acid elongation -- saturated","variable",96,"FASYN-ELONG-PWY-Gender"
"137","Gender","Male",0.372390002625008,0.115236283885905,394,391,0.00144494174617085,0.00707721476461823,"Ac","HISDEG-PWY","L-histidine degradation I","conserved",96,"HISDEG-PWY-Gender"
"138","Gender","Male",-0.683903648387857,0.211209511397502,394,374,0.00141344105618733,0.00707721476461823,"Ac","PWY0-862","(5Z)-dodec-5-enoate biosynthesis","variable",96,"PWY0-862-Gender"
"139","Gender","Male",-0.634741712821481,0.197808121570077,394,385,0.00155672547988149,0.00742687781026795,"Ac","PWY0-1586","peptidoglycan maturation (meso-diaminopimelate containing)","conserved",96,"PWY0-1586-Gender"
"140","Gender","Male",-0.458128447457021,0.144182391492393,394,391,0.00172555676013048,0.0080478221437598,"Ac","PANTO-PWY","phosphopantothenate biosynthesis I","conserved",96,"PANTO-PWY-Gender"
"141","Gender","Male",-0.353980087064744,0.112307258389487,394,392,0.00187578062343413,0.00810478797672483,"Ac","PWY-7111","pyruvate fermentation to isobutanol (engineered)","conserved",96,"PWY-7111-Gender"
"142","Gender","Male",0.217561045944263,0.0687666601101586,394,394,0.00180510343168214,0.00810478797672483,"Ac","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",96,"PWY-7228-Gender"
"143","Gender","Male",-0.688811363007323,0.218165781260454,394,371,0.00184335641573708,0.00810478797672483,"Ac","PWY-7388","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","variable",96,"PWY-7388-Gender"
"144","Gender","Male",-0.655108842150141,0.210952286379812,394,372,0.00218104274169246,0.00891890692584952,"Ac","PWY-6282","palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)","variable",96,"PWY-6282-Gender"
"145","Gender","Male",-0.644579859907769,0.21084933331178,394,372,0.00254686889319034,0.0102321574831682,"Ac","PWY-7664","oleate biosynthesis IV (anaerobic)","variable",96,"PWY-7664-Gender"
"146","Gender","Male",0.528116710592635,0.175036112186547,394,385,0.00288967342748502,0.0109667833399426,"Ac","P108-PWY","pyruvate fermentation to propanoate I","conserved",96,"P108-PWY-Gender"
"147","Gender","Male",0.860799052939765,0.285346366777197,394,372,0.00289141742265403,0.0109667833399426,"Ac","PWY-5005","biotin biosynthesis II","variable",96,"PWY-5005-Gender"
"148","Gender","Male",0.633213846862002,0.211207412131089,394,386,0.00306921579166817,0.0109667833399426,"Ac","PWY-5659","GDP-mannose biosynthesis","variable",96,"PWY-5659-Gender"
"149","Gender","Male",-0.845528148652461,0.282463216918013,394,314,0.00311284243273481,0.0109667833399426,"Ac","PWY-5897","superpathway of menaquinol-11 biosynthesis","variable",96,"PWY-5897-Gender"
"150","Gender","Male",-0.845528148652461,0.282463216918013,394,314,0.00311284243273481,0.0109667833399426,"Ac","PWY-5898","superpathway of menaquinol-12 biosynthesis","variable",96,"PWY-5898-Gender"
"151","Gender","Male",-0.845528148652461,0.282463216918013,394,314,0.00311284243273481,0.0109667833399426,"Ac","PWY-5899","superpathway of menaquinol-13 biosynthesis","variable",96,"PWY-5899-Gender"
"152","Gender","Male",-0.635769742656164,0.21228290515157,394,371,0.00309889936968933,0.0109667833399426,"Ac","PWY-5989","stearate biosynthesis II (bacteria and plants)","variable",96,"PWY-5989-Gender"
"153","Gender","Male",-0.654679460353378,0.216421659157353,394,374,0.00281919492162492,0.0109667833399426,"Ac","PWY0-1261","anhydromuropeptides recycling","variable",96,"PWY0-1261-Gender"
"154","Gender","Male",-1.01168313621127,0.340021020481365,394,325,0.00329650290563281,0.0114378661422714,"Ac","GLCMANNANAUT-PWY","superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation","variable",96,"GLCMANNANAUT-PWY-Gender"
"155","Gender","Male",-0.562249152274528,0.191075067733171,394,384,0.00364791299363749,0.0124682399334774,"Ac","PWY66-389","phytol degradation","conserved",96,"PWY66-389-Gender"
"156","Gender","Male",-0.584622893259713,0.20169675176364,394,378,0.00417714953037802,0.0138632933689358,"Ac","ASPASN-PWY","superpathway of L-aspartate and L-asparagine biosynthesis","variable",96,"ASPASN-PWY-Gender"
"157","Gender","Male",-0.906039040611567,0.318054484596371,394,314,0.00485662084717306,0.0152351530685292,"Ac","PWY-5791","1,4-dihydroxy-2-naphthoate biosynthesis II (plants)","variable",96,"PWY-5791-Gender"
"158","Gender","Male",-0.906039040611567,0.318054484596371,394,314,0.00485662084717306,0.0152351530685292,"Ac","PWY-5837","1,4-dihydroxy-2-naphthoate biosynthesis I","variable",96,"PWY-5837-Gender"
"159","Gender","Male",-0.609631397598576,0.21370812949561,394,369,0.00480835551030866,0.0152351530685292,"Ac","PWYG-321","mycolate biosynthesis","variable",96,"PWYG-321-Gender"
"160","Gender","Male",-0.29136229246329,0.105554861281845,394,392,0.00632054755606584,0.018321587219482,"Ac","PWY-5103","L-isoleucine biosynthesis III","conserved",96,"PWY-5103-Gender"
"161","Gender","Male",0.169864267145069,0.0625003826515532,394,391,0.00716013793266571,0.0204958948322556,"Ac","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",96,"PWY-7208-Gender"
"162","Gender","Male",0.182878556850856,0.0698153433952478,394,394,0.00949430654289454,0.0268419283743562,"Ac","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",96,"PWY-7221-Gender"
"163","Gender","Male",-0.547463047753747,0.214430632276124,394,383,0.0114372659573827,0.031555830171574,"Ac","PWY-5136","fatty acid &beta;-oxidation II (peroxisome)","conserved",96,"PWY-5136-Gender"
"164","Gender","Male",-0.240276553325648,0.0955611482799368,394,392,0.0127252134164075,0.0342832220277332,"Ac","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","conserved",96,"BRANCHED-CHAIN-AA-SYN-PWY-Gender"
"165","Gender","Male",-0.512912777871281,0.205866374781715,394,385,0.0135505859794167,0.0353204689968591,"Ac","FAO-PWY","fatty acid &beta;-oxidation I","conserved",96,"FAO-PWY-Gender"
"166","Gender","Male",-0.66481692949003,0.272845473402875,394,381,0.0157142578047833,0.0399840559699485,"Ac","SO4ASSIM-PWY","sulfate reduction I (assimilatory)","conserved",96,"SO4ASSIM-PWY-Gender"
"167","Gender","Male",-0.377813326742471,0.157992351346866,394,389,0.0177315360675486,0.0441361060811807,"Ac","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","conserved",96,"HEMESYN2-PWY-Gender"
"168","Gender","Male",0.226290163799467,0.0950879444311721,394,387,0.0182840573057653,0.0450220335808628,"Ac","1CMET2-PWY","N10-formyl-tetrahydrofolate biosynthesis","conserved",96,"1CMET2-PWY-Gender"
"169","Gender","Male",-0.463923997840518,0.198147689479338,394,373,0.0202207739809348,0.0487427078066744,"Ac","PWY-5973","cis-vaccenate biosynthesis","variable",96,"PWY-5973-Gender"
"170","Hair_chemical_treatment_location","Professional",-0.916207813939217,0.31685368545729,394,369,0.00428316316338641,0.0287076399341118,"Ac","PWYG-321","mycolate biosynthesis","variable",40,"PWYG-321-Hair_chemical_treatment_location"
"171","Hair_chemical_treatment_location","Professional",-0.828305752838715,0.304179735698541,394,384,0.00706180574187902,0.0403341579402923,"Ac","PWY-5690","TCA cycle II (plants and fungi)","conserved",40,"PWY-5690-Hair_chemical_treatment_location"
"172","Hair_chemical_treatment_location","Professional",-0.69963154166502,0.262412135668378,394,384,0.00832788523465062,0.0459538727406022,"Ac","TCA-GLYOX-BYPASS","superpathway of glyoxylate bypass and TCA","conserved",40,"TCA-GLYOX-BYPASS-Hair_chemical_treatment_location"
"173","Hair_chemical_treatment_location","Professional",-0.827693254879632,0.311913790982563,394,371,0.0086319227482324,0.0468785053599657,"Ac","PWY-5989","stearate biosynthesis II (bacteria and plants)","variable",40,"PWY-5989-Hair_chemical_treatment_location"
"174","Hair_chemical_treatment_location","Professional",-0.308676884023372,0.117250340879505,394,391,0.00915603427448068,0.0493348670319077,"Ac","PWY-3001","superpathway of L-isoleucine biosynthesis I","conserved",40,"PWY-3001-Hair_chemical_treatment_location"
"175","Hair_chemical_treatment","Yes",-0.29945452168634,0.116228700960417,394,388,0.0107350554765161,0.0497637187069267,"Ac","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","conserved",84,"PWY-841-Hair_chemical_treatment"
"176","Hair_covering_frequency","Daily",0.41683793831538,0.122256448469524,394,392,0.000794726044877132,0.0155993369380168,"Ac","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","conserved",28,"PWY-5188-Hair_covering_frequency"
"177","Hair_covering_frequency","Daily",-0.646058105778984,0.213122429940823,394,394,0.00277939863008598,0.0358776972059089,"Ac","SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","conserved",28,"SER-GLYSYN-PWY-Hair_covering_frequency"
"178","Hair_length","Bald",-2.04964642960116,0.591153938975068,394,361,0.00064966491308943,0.0151294845861843,"Ac","PWY-5345","superpathway of L-methionine biosynthesis (by sulfhydrylation)","variable",7,"PWY-5345-Hair_length"
"179","Irritation_burning_1_to_10","Irritation_burning_1_to_10",-0.220941306733359,0.0840736910365431,394,385,0.0092887836652899,0.0468640346717003,"Ac","P108-PWY","pyruvate fermentation to propanoate I","conserved",NA,"P108-PWY-Irritation_burning_1_to_10"
"180","Irritation_general_1_to_10","Irritation_general_1_to_10",-0.462168626810388,0.124492975672163,394,376,0.000269135229943345,0.00390075744664722,"Ac","PWY-6803","phosphatidylcholine acyl editing","conserved",NA,"PWY-6803-Irritation_general_1_to_10"
"181","Irritation_general_1_to_10","Irritation_general_1_to_10",-0.305652492386503,0.097941381258214,394,375,0.00208231788315863,0.0161566404899519,"Ac","PWY4FS-7","phosphatidylglycerol biosynthesis I (plastidic)","conserved",NA,"PWY4FS-7-Irritation_general_1_to_10"
"182","Irritation_general_1_to_10","Irritation_general_1_to_10",-0.303990464037072,0.0978551602564827,394,375,0.00218012345743197,0.0165313997268848,"Ac","PWY4FS-8","phosphatidylglycerol biosynthesis II (non-plastidic)","conserved",NA,"PWY4FS-8-Irritation_general_1_to_10"
"183","Irritation_general_1_to_10","Irritation_general_1_to_10",-0.217045946592628,0.08280678994815,394,385,0.00947051140394403,0.0439017633907527,"Ac","P108-PWY","pyruvate fermentation to propanoate I","conserved",NA,"P108-PWY-Irritation_general_1_to_10"
"184","Irritation_general_1_to_10","Irritation_general_1_to_10",-0.258071137539338,0.0988717153493338,394,378,0.00977171930367846,0.0449342112558708,"Ac","ASPASN-PWY","superpathway of L-aspartate and L-asparagine biosynthesis","variable",NA,"ASPASN-PWY-Irritation_general_1_to_10"
"185","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.32627111301956,0.117798691033785,394,376,0.00616170761537334,0.035995689895931,"Ac","PWY-6703","preQ0 biosynthesis","variable",NA,"PWY-6703-Irritation_heat_1_to_10"
"186","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.383226141810922,0.139889200787859,394,314,0.00673485241128218,0.0383652040344184,"Ac","PWY-5897","superpathway of menaquinol-11 biosynthesis","variable",NA,"PWY-5897-Irritation_heat_1_to_10"
"187","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.383226141810922,0.139889200787859,394,314,0.00673485241128218,0.0383652040344184,"Ac","PWY-5898","superpathway of menaquinol-12 biosynthesis","variable",NA,"PWY-5898-Irritation_heat_1_to_10"
"188","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.383226141810922,0.139889200787859,394,314,0.00673485241128218,0.0383652040344184,"Ac","PWY-5899","superpathway of menaquinol-13 biosynthesis","variable",NA,"PWY-5899-Irritation_heat_1_to_10"
"189","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.420235046665633,0.158025855515973,394,314,0.00849317257360887,0.0448142055151252,"Ac","PWY-5791","1,4-dihydroxy-2-naphthoate biosynthesis II (plants)","variable",NA,"PWY-5791-Irritation_heat_1_to_10"
"190","Irritation_heat_1_to_10","Irritation_heat_1_to_10",0.420235046665633,0.158025855515973,394,314,0.00849317257360887,0.0448142055151252,"Ac","PWY-5837","1,4-dihydroxy-2-naphthoate biosynthesis I","variable",NA,"PWY-5837-Irritation_heat_1_to_10"
"191","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.150798571242364,0.0405072630030695,394,392,0.000258835357092921,0.00370458104839244,"Ac","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","conserved",NA,"PWY0-166-Irritation_itching_1_to_10"
"192","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.149256936387328,0.0413731229655918,394,392,0.000394195187283969,0.00501503877155716,"Ac","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","conserved",NA,"PWY-7184-Irritation_itching_1_to_10"
"193","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.209862083886253,0.066192582502377,394,390,0.00177287579423934,0.0147097303217685,"Ac","HISTSYN-PWY","L-histidine biosynthesis","conserved",NA,"HISTSYN-PWY-Irritation_itching_1_to_10"
"194","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.185966401575858,0.0631623930004202,394,392,0.00363862764854039,0.0231457147643264,"Ac","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Irritation_itching_1_to_10"
"195","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.118993757400832,0.040756255081737,394,392,0.00392231128491423,0.0240162910226032,"Ac","THRESYN-PWY","superpathway of L-threonine biosynthesis","conserved",NA,"THRESYN-PWY-Irritation_itching_1_to_10"
"196","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.182520400552962,0.0637462693747926,394,392,0.00466078567658318,0.026698700499514,"Ac","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Irritation_itching_1_to_10"
"197","Irritation_itching_1_to_10","Irritation_itching_1_to_10",0.450738088504461,0.159192968103609,394,364,0.00512770033297086,0.0276944192511869,"Ac","LACTOSECAT-PWY","lactose and galactose degradation I","variable",NA,"LACTOSECAT-PWY-Irritation_itching_1_to_10"
"198","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.165541437481618,0.0587235359241529,394,393,0.00532516144392767,0.0286258678558553,"Ac","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-Irritation_itching_1_to_10"
"199","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.210088574469659,0.0746984842454706,394,388,0.00542599551381556,0.0288965807596224,"Ac","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",NA,"PWY-7199-Irritation_itching_1_to_10"
"200","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.229967919896519,0.0821107012246494,394,385,0.00561978640709427,0.0292484338005588,"Ac","P108-PWY","pyruvate fermentation to propanoate I","conserved",NA,"P108-PWY-Irritation_itching_1_to_10"
"201","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.106803747430604,0.0409400850458267,394,393,0.00980614362701039,0.0465521332838243,"Ac","PWY-5097","L-lysine biosynthesis VI","conserved",NA,"PWY-5097-Irritation_itching_1_to_10"
"202","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",0.265093359282913,0.0970015142948622,394,378,0.00685499106282705,0.0363377998469304,"Ac","PWY-1042","glycolysis IV (plant cytosol)","conserved",NA,"PWY-1042-Irritation_tauntness_1_to_10"
"203","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",0.277899131970659,0.103521330305035,394,379,0.00788841205858864,0.0408698271813755,"Ac","PWY66-400","glycolysis VI (metazoan)","conserved",NA,"PWY66-400-Irritation_tauntness_1_to_10"
"204","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",0.242244160636613,0.092704728437224,394,378,0.00967086835977274,0.047321129367264,"Ac","ANAGLYCOLYSIS-PWY","glycolysis III (from glucose)","variable",NA,"ANAGLYCOLYSIS-PWY-Irritation_tauntness_1_to_10"
"205","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",0.224455737470161,0.0736070251355863,394,390,0.00262228816599562,0.0186491922364285,"Ac","PWY-5173","superpathway of acetyl-CoA biosynthesis","conserved",NA,"PWY-5173-Irritation_tingling_1_to_10"
