"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"114","Ll","Currently_have_a_skin_condition_Yes","1",36,"0","Currently_have_a_skin_condition_Yes1",0.958254909115879,0.0457295986882944,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.476859500255365
"115","Ll","Sensitive_skin_overall_Yes","1",69,"0","Sensitive_skin_overall_Yes1",0.912387018393647,0.0383967780985153,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinSubclinical",0.476859500255365
"116","Ll","Ever_had_acne_Yes","1",95,"0","Ever_had_acne_Yes1",-0.910292713223381,0.0547990361284581,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.476859500255365
"117","Ll","Ever_have_had_eczema_Yes","1",44,"0","Ever_have_had_eczema_Yes1",0.868300219082533,0.0602348842427829,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.476859500255365
"118","Ll","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",0.811405725902726,0.0559667713784412,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.476859500255365
"119","Ps","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.222692015248024,0.0916184542865393,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.483541842067846
"120","Ch","Routinely_use_underarm_deodorant_Yes","1",50,"0","Routinely_use_underarm_deodorant_Yes1",0.596259180077385,0.1282636877435,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.487402013425301
"121","Ub","Currently_have_acne_Yes","1",17,"0","Currently_have_acne_Yes1",0.872119513562473,0.127127106601464,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.503211463630797
"122","Fo","Itchy_trunk_Yes","1",20,"0","Itchy_trunk_Yes1",0.673729094705794,0.227501791300551,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinSubclinical",0.517710343999368
"123","Fo","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",-0.0218556365944711,0.228882467873405,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.517710343999368
"124","Ll","Itchy_arms_Yes","1",26,"0","Itchy_arms_Yes1",0.942608033821692,0.0741831524869685,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinSubclinical",0.518170071012476
"125","Ll","Sensitive_face_Yes","1",39,"0","Sensitive_face_Yes1",0.835710230304012,0.0792494272645181,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.518170071012476
"126","Ll","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.258207380521765,0.08181632700197,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.518170071012476
"127","Fo","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",0.28305307977623,0.236574504678914,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.522664603360391
"128","Ll","Hair_covering_frequency_Never","1",125,"0","Hair_covering_frequency_Never1",0.891069677783247,0.0903109191196256,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.536221082272777
"129","Ch","Sensitive_trunk_Yes","1",19,"0","Sensitive_trunk_Yes1",-1.51104606358692,0.147854936221634,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinSubclinical",0.540239190040588
"130","Ch","Current_or_past_acne_severity_Severe","1",15,"0","Current_or_past_acne_severity_Severe1",-1.2321436812683,0.241353339453544,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.57693828043632
"131","Ch","Sensitive_scalp_Yes","1",16,"0","Sensitive_scalp_Yes1",0.756442030932936,0.187120297962035,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinSubclinical",0.57693828043632
"132","Ch","Body_odor_overall_Yes","1",42,"0","Body_odor_overall_Yes1",-0.646934337193815,0.210003064941487,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinSubclinical",0.57693828043632
"133","Ch","Itchy_arms_Yes","1",25,"0","Itchy_arms_Yes1",0.617185639759118,0.206535885602786,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinSubclinical",0.57693828043632
"134","Ch","Hair_chemical_treatment_location_Professional","1",38,"0","Hair_chemical_treatment_location_Professional1",0.564892845039188,0.183364083694781,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.57693828043632
"135","Ch","Routinely_shave_bikine_line_last_time_Yesterday","1",30,"0","Routinely_shave_bikine_line_last_time_Yesterday1",0.555577191468556,0.227716042133255,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.57693828043632
"136","Ch","Hair_wash_last_time_This_morning","1",72,"0","Hair_wash_last_time_This_morning1",-0.52526630792131,0.193614256585788,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.57693828043632
"137","Ch","Sensitive_face_Yes","1",39,"0","Sensitive_face_Yes1",0.522254319592626,0.21717668982197,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.57693828043632
"138","Ch","Routinely_shave_underarms_Yes","1",62,"0","Routinely_shave_underarms_Yes1",0.503058594431034,0.1821440769459,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.57693828043632
"139","Ch","Routinely_remove_body_hair_Yes","1",95,"0","Routinely_remove_body_hair_Yes1",0.433776740935372,0.237985513021769,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.57693828043632
"140","Ch","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.212220415859933,0.242921381236345,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.57693828043632
"141","Ch","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",0.196246956384858,0.188627166258195,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.57693828043632
"142","Ch","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.16947016637859,0.211516924570871,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.57693828043632
"143","Ch","Age","NotApplicable",999,"NotApplicable","Age",0.019720627540134,0.230201142461973,"Age","Demographic","Demographics","Numeric","Age","Demographic",0.57693828043632
"144","Fo","Ever_have_had_itchy_skin_Yes","1",91,"0","Ever_have_had_itchy_skin_Yes1",0.433385703496945,0.270059839567022,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.583083744519707
"145","Ch","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",0.716442743164301,0.256103756313376,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.586775229110689
"146","Ch","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",0.273004859767175,0.259416417080515,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinSubclinical",0.586775229110689
"147","Ch","Body_odor_underarm_Yes","1",40,"0","Body_odor_underarm_Yes1",-0.575364144863004,0.266173049192375,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.588056736587806
"148","Ch","Hair_wash_last_time_>_2_days_ago","``1",20,"0","`Hair_wash_last_time_>_2_days_ago`1",-0.789727991587074,0.30430587632165,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.590809656976511
"149","Ch","Sensitive_arms_Yes","1",18,"0","Sensitive_arms_Yes1",0.575964925939279,0.304733402019463,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinSubclinical",0.590809656976511
"150","Ch","Routinely_use_underarm_antiperspirant_Yes","1",27,"0","Routinely_use_underarm_antiperspirant_Yes1",0.497740384220325,0.302759827389838,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.590809656976511
"151","Ch","Routinely_shave_bikine_line_Yes","1",46,"0","Routinely_shave_bikine_line_Yes1",0.420732580241518,0.301591718484147,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.590809656976511
"152","Ch","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.398137618975706,0.301405915442981,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.590809656976511
"153","Ch","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.384613343676511,0.284601915824261,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinSubclinical",0.590809656976511
"154","Fo","Itchy_scalp_Yes","1",11,"0","Itchy_scalp_Yes1",0.762140052049467,0.28125296937825,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinSubclinical",0.593756268687417
"155","Ch","Ever_had_acne_Yes","1",95,"0","Ever_had_acne_Yes1",-0.370569732258358,0.316684003012769,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.601699605724261
"156","Ch","Routinely_use_underarm_whitening_product_Yes","1",77,"0","Routinely_use_underarm_whitening_product_Yes1",0.358257025122679,0.330233918799315,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.609807666317165
"157","Ch","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",0.230143360452808,0.333789459457817,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.609807666317165
"158","Ch","Antibiotic_use_in_the_last_month_Yes","1",12,"0","Antibiotic_use_in_the_last_month_Yes1",-0.970778499574276,0.359937011931357,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.63322252099035
"159","Ch","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",0.66329421741143,0.353980739402486,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.63322252099035
"160","Ub","Sensitive_legs_Yes","1",21,"0","Sensitive_legs_Yes1",-1.43928687849032,0.167807762376444,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinSubclinical",0.637669497030486
"161","Ub","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0971532598815488,0.175249915666627,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.640336230320367
"162","Ps","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",0.255273314544576,0.128276996915416,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinSubclinical",0.641384984577078
"163","Ch","Healthy_scalp_Yes","1",125,"0","Healthy_scalp_Yes1",-0.329405915824362,0.373971345442083,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinSubclinical",0.645950505763598
"164","Ub","Currently_use_hair_loss_treatment_product_Yes","1",19,"0","Currently_use_hair_loss_treatment_product_Yes1",-1.32041265393041,0.206894942294319,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.653404234321165
"165","Ub","Face_wash_last_time_This_morning","1",180,"0","Face_wash_last_time_This_morning1",1.32041265393041,0.206894942294317,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.653404234321165
"166","Ub","Ethnicity_South_East_Asian","1",40,"0","Ethnicity_South_East_Asian1",0.540398042659564,0.220094057876603,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South East Asian)","Demographic",0.653404234321165
"167","Ub","Ethnicity_East_Asian","1",119,"0","Ethnicity_East_Asian1",-0.475845904868285,0.219723018693034,"Ethnicity","Demographic","Demographics","Character","Ethnicity (East Asian)","Demographic",0.653404234321165
"168","Ub","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",0.190983044139195,0.212685079045837,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.653404234321165
"169","Ub","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",0.0151202803550068,0.205767532380788,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.653404234321165
"170","Ps","Current_skin_condition_severity_Mild","1",16,"0","Current_skin_condition_severity_Mild1",-1.40179854755787,0.181214298048764,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.654116861636666
"171","Ps","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",-1.24490438187802,0.237235486786049,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.654116861636666
"172","Ps","Antibiotic_use_in_the_last_month_Yes","1",12,"0","Antibiotic_use_in_the_last_month_Yes1",-1.0642442275804,0.315117495517517,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.654116861636666
"173","Ps","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",22,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-1.00569721711988,0.187898460660515,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.654116861636666
"174","Ps","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.821825260041251,0.285520472726154,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.654116861636666
"175","Ps","Sensitive_arms_Yes","1",19,"0","Sensitive_arms_Yes1",0.684056208859222,0.195980068135286,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinSubclinical",0.654116861636666
"176","Ps","Topical_antimicrobial_use_in_the_last_month_Yes","1",24,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.629574376502178,0.328555901104745,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.654116861636666
"177","Ps","Swimming_regularly_Yes","1",24,"0","Swimming_regularly_Yes1",-0.629574376502175,0.328555901104749,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.654116861636666
"178","Ps","Itchy_trunk_Yes","1",20,"0","Itchy_trunk_Yes1",0.603075357418343,0.249621483417577,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinSubclinical",0.654116861636666
"179","Ps","Body_odor_overall_Yes","1",44,"0","Body_odor_overall_Yes1",-0.57639666951803,0.230079717382562,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinSubclinical",0.654116861636666
"180","Ps","Ever_have_had_eczema_Yes","1",43,"0","Ever_have_had_eczema_Yes1",0.570745199049539,0.152484090326579,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.654116861636666
