"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Body_wash_last_time_This_morning","1",23,"0","Body_wash_last_time_This_morning1",-1.46859903381642,0.164408276414382,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.60310553918981
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Routine_cosmetic_use_on_face_Yes","1",10,"0","Routine_cosmetic_use_on_face_Yes1",-1.45454545454545,0.155406404902121,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.60310553918981
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Routinely_use_underarm_whitening_product_Yes","1",12,"0","Routinely_use_underarm_whitening_product_Yes1",-1.33333333333333,0.174391963139222,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.60310553918981
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",-1.58940397350993,0.199813708896808,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinDiscomfort",0.611327100828429
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",1.45454545454546,0.205413007738878,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.611327100828429
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Age_when_itchy_skin_began_Over_10_years_old","1",14,"0","Age_when_itchy_skin_began_Over_10_years_old1",1.26984126984127,0.185342261436474,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.611327100828429
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",-0.421657882127455,0.206230829195133,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinDiscomfort",0.611327100828429
"s__Cutibacterium_phage_P14_4","Bacteriophage","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.1625,0.162644281116485,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.611542496997983
"s__Dermacoccus_sp_Ellin185","Bacteria","Routinely_shave_underarms_last_time_Today","1",7,"0","Routinely_shave_underarms_last_time_Today1",1.31428571428571,0.105873987198012,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.641163494598151
"s__Dermacoccus_sp_Ellin185","Bacteria","Currently_have_a_skin_condition_Yes","1",7,"0","Currently_have_a_skin_condition_Yes1",-1.25714285714286,0.122469431552456,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.641163494598151
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_wash_last_time_This_morning","1",16,"0","Hair_wash_last_time_This_morning1",0.975961538461538,0.118057064222484,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.641163494598151
"s__Dermacoccus_sp_Ellin185","Bacteria","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",-0.452286282306164,0.110952790387897,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.641163494598151
"s__Malassezia_slooffiae","Fungi","Routinely_shave_bikine_line_last_time_Yesterday","1",4,"0","Routinely_shave_bikine_line_last_time_Yesterday1",1.92857142857143,0.0907451760544804,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.641464497914393
"s__Malassezia_slooffiae","Fungi","Hair_covering_frequency_Ocassionally","1",8,"0","Hair_covering_frequency_Ocassionally1",1.41666666666667,0.104424453148855,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.641464497914393
"s__Malassezia_slooffiae","Fungi","Routinely_use_moisturizers_Yes","1",14,"0","Routinely_use_moisturizers_Yes1",-1.31746031746032,0.0826651997568991,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.641464497914393
"s__Malassezia_slooffiae","Fungi","Hair_wash_last_time_Yesterday_evening","1",11,"0","Hair_wash_last_time_Yesterday_evening1",-1.30735930735931,0.100056560743084,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.641464497914393
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Routinely_shave_underarms_last_time_Today","1",4,"0","Routinely_shave_underarms_last_time_Today1",-1.71428571428572,0.234591790357252,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.642927016108375
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Routinely_shave_bikine_line_last_time_Yesterday","1",4,"0","Routinely_shave_bikine_line_last_time_Yesterday1",1.71428571428572,0.234591790357252,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.642927016108375
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Hair_covering_frequency_Ocassionally","1",6,"0","Hair_covering_frequency_Ocassionally1",1.43589743589743,0.240129367462164,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.642927016108375
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.194714197910264,0.250259476684503,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.648442705116443
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Age","NotApplicable",999,"NotApplicable","Age",-0.0587610292419273,0.257814569504128,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.648442705116443
"s__Cutibacterium_phage_P14_4","Bacteriophage","Currently_have_acne_Yes","1",3,"0","Currently_have_acne_Yes1",-0.736842105263158,0.251037025746423,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Currently_use_hair_loss_treatment_product_Yes","1",3,"0","Currently_use_hair_loss_treatment_product_Yes1",-0.736842105263158,0.251037025746423,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Hair_chemical_treatment_last_time_<_1_week_ago","``1",3,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-0.736842105263158,0.251037025746423,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Face_wash_last_time_Yesterday_evening","1",6,"0","Face_wash_last_time_Yesterday_evening1",-0.604761904761905,0.200082173478043,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Face_wash_last_time_This_morning","1",35,"0","Face_wash_last_time_This_morning1",0.604761904761905,0.200082173478043,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Ever_Asthma_Diagnosis_Yes","1",6,"0","Ever_Asthma_Diagnosis_Yes1",0.566666666666666,0.230519510645599,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Hair_wash_last_time_>_2_days_ago","``1",7,"0","`Hair_wash_last_time_>_2_days_ago`1",0.554621848739496,0.211175440077815,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Ever_had_acne_Yes","1",13,"0","Ever_had_acne_Yes1",-0.436813186813187,0.223530796754866,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Hair_wash_last_time_This_morning","1",13,"0","Hair_wash_last_time_This_morning1",-0.436813186813187,0.223530796754866,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Routinely_use_underarm_deodorant_Yes","1",11,"0","Routinely_use_underarm_deodorant_Yes1",-0.436363636363636,0.247401063065431,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Routinely_use_underarm_whitening_product_Yes","1",19,"0","Routinely_use_underarm_whitening_product_Yes1",0.394736842105263,0.238796714335987,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.655485567226772
"s__Cutibacterium_phage_P14_4","Bacteriophage","Currently_have_fungal_FeetBodyGroin_Yes","1",3,"0","Currently_have_fungal_FeetBodyGroin_Yes1",0.701754385964912,0.274703180662765,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.662105102110255
"s__Cutibacterium_phage_P14_4","Bacteriophage","Hair_length_>_5cm","``1",27,"0","`Hair_length_>_5cm`1",0.386243386243386,0.273615263166307,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.662105102110255
"s__Cutibacterium_phage_P14_4","Bacteriophage","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.151952026873505,0.268518265415061,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.662105102110255
"s__Dermacoccus_sp_Ellin185","Bacteria","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.917885341456379,0.136566878955588,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.675247345947074
"s__Dermacoccus_sp_Ellin185","Bacteria","Sensitive_legs_Yes","1",4,"0","Sensitive_legs_Yes1",-1.47368421052632,0.154779643403032,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinDiscomfort",0.688769413143497
"s__Dermacoccus_sp_Ellin185","Bacteria","Body_sites_affected_by_eczema_Hands_and_feet","1",4,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-1.47368421052631,0.154779643403033,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.688769413143497
"s__Malassezia_slooffiae","Fungi","Sensitive_face_Yes","1",5,"0","Sensitive_face_Yes1",-1.55555555555556,0.136264382468859,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinDiscomfort",0.69711506725034
"s__Malassezia_slooffiae","Fungi","Topical_antimicrobial_use_in_the_last_month_Yes","1",6,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-1.41025641025641,0.146909163095281,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.69711506725034
"s__Malassezia_slooffiae","Fungi","Ethnicity_South_Asian","1",8,"0","Ethnicity_South_Asian1",1.25,0.1540137939274,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South Asian)","Demographics",0.69711506725034
"s__Malassezia_slooffiae","Fungi","Healthy_scalp_Yes","1",24,"0","Healthy_scalp_Yes1",1.25,0.154013793927401,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinDiscomfort",0.69711506725034
"s__Malassezia_slooffiae","Fungi","Routinely_use_underarm_whitening_product_Yes","1",11,"0","Routinely_use_underarm_whitening_product_Yes1",-1.16883116883117,0.143358488472115,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.69711506725034
"s__Human_papillomavirus_type_134","Eukaryotic virus","Healthy_scalp_Yes","1",13,"0","Healthy_scalp_Yes1",1.30769230769231,0.131489495308735,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinDiscomfort",0.697905782792516
"s__Human_papillomavirus_type_134","Eukaryotic virus","Hair_covering_frequency_Ocassionally","1",8,"0","Hair_covering_frequency_Ocassionally1",-1.30769230769231,0.131489495308735,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.697905782792516
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.182569974554707,0.165229662609832,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.700259046298811
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Body_sites_affected_by_eczema_Hands_and_feet","1",3,"0","Body_sites_affected_by_eczema_Hands_and_feet1",1.6551724137931,0.313412661351073,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.703060834922678
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Sensitive_scalp_Yes","1",3,"0","Sensitive_scalp_Yes1",1.6551724137931,0.313412661351073,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinDiscomfort",0.703060834922678
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Itchy_legs_Yes","1",3,"0","Itchy_legs_Yes1",1.6551724137931,0.313412661351073,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinDiscomfort",0.703060834922678
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Hair_covering_frequency_Never","1",21,"0","Hair_covering_frequency_Never1",-1.03896103896104,0.302299183070265,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.703060834922678
"s__Merkel_cell_polyomavirus","Eukaryotic virus","Routinely_use_underarm_deodorant_Yes","1",5,"0","Routinely_use_underarm_deodorant_Yes1",1.3037037037037,0.322770985773005,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.704999784714721
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Currently_have_skin_conditions_not_described_above_Yes","1",29,"0","Currently_have_skin_conditions_not_described_above_Yes1",-2.57471264367817,0.019016916679124,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.732151292146284
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Topical_antimicrobial_use_in_the_last_month_Yes","1",3,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",2.57471264367816,0.0190169166791243,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.732151292146284
"s__Betapapillomavirus_2","Eukaryotic virus","Itchy_skin_overall_Yes","1",4,"0","Itchy_skin_overall_Yes1",1.58333333333333,0.133156390549119,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinDiscomfort",0.740449137196342
"s__Betapapillomavirus_2","Eukaryotic virus","Routinely_shave_bikine_line_Yes","1",3,"0","Routinely_shave_bikine_line_Yes1",1.56410256410256,0.185112284299085,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.740449137196342
"s__Betapapillomavirus_2","Eukaryotic virus","Routinely_shave_bikine_line_last_time_Yesterday","1",3,"0","Routinely_shave_bikine_line_last_time_Yesterday1",1.56410256410256,0.185112284299085,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.740449137196342
"s__Betapapillomavirus_2","Eukaryotic virus","Ethnicity_South_East_Asian","1",3,"0","Ethnicity_South_East_Asian1",1.56410256410256,0.185112284299085,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South East Asian)","Demographics",0.740449137196342
